ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
AGBL5-AS1,0,1,1,0,0,0,2,0
AGBL5-IT1,1,7,11,6,17,9,6,5
AGER,25,23,36,14,32,33,16,18
AGFG1,1492,1521,1707,1332,2085,3333,1227,1994
AGFG2,177,143,152,106,151,117,165,177
AGGF1,840,728,897,507,1035,1191,753,786
AGGF1P1,5,3,2,1,0,2,0,2
AGGF1P2,2,3,4,1,1,3,1,1
AGGF1P3,1,0,3,2,2,2,2,1
AGGF1P4,0,0,0,0,0,0,0,0
AGGF1P5,0,0,0,0,0,0,0,0
AGGF1P6,0,0,0,0,0,0,0,0
AGGF1P7,0,0,0,0,0,0,0,0
AGGF1P8,0,0,0,0,0,0,0,0
AGGF1P9,0,0,0,0,0,0,0,0
AGK,303,276,344,203,420,467,268,277
AGK-DT,0,0,0,0,0,0,0,0
AGKP1,0,0,1,0,0,0,0,0
AGKP2,0,0,0,0,0,0,1,0
AGL,882,750,908,821,781,1248,783,1163
AGMAT,4,12,6,5,16,14,6,7
AGMO,4,1,3,0,0,0,1,1
AGO1,1214,817,1155,623,1187,1231,968,819
AGO2,371,392,314,212,379,754,307,607
AGO3,461,459,508,338,554,683,376,438
AGO4,595,589,687,522,683,927,580,751
AGPAT1,749,798,932,630,918,1087,652,768
AGPAT2,462,610,524,435,587,1184,440,682
AGPAT3,1711,1623,2297,1408,2640,3430,1995,2001
AGPAT4,419,316,315,168,532,513,298,306
AGPAT5,234,219,246,169,227,620,140,224
AGPAT5P1,0,0,0,0,0,0,0,0
AGPS,743,713,883,503,903,1310,710,802
AGR2,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0
AGRN,2265,1706,2149,924,2444,3046,1546,1406
AGRP,1,0,0,0,2,1,0,0
AGT,250,55,1575,478,1659,1204,412,181
AGTPBP1,193,194,282,191,260,336,201,266
AGTR1,107,215,59,113,103,78,36,185
AGTR2,0,0,0,0,0,0,0,0
AGTRAP,504,869,658,778,457,1233,427,1036
AGXT,0,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0
AHCTF1,1079,1955,1209,2380,1386,2294,945,2922
AHCTF1P1,307,556,341,652,369,628,246,796
AHCY,1394,1308,1160,707,1221,1527,853,912
AHCYL1,2590,2360,3069,2000,3468,4276,2177,2778
AHCYL2,661,311,714,296,665,459,770,467
AHCYP2,0,0,0,1,1,0,0,0
AHCYP3,0,0,0,0,0,0,0,0
AHCYP4,0,0,0,0,0,0,0,0
AHCYP5,0,0,0,0,0,0,0,0
AHCYP7,0,0,0,0,0,0,0,0
AHCYP8,0,0,0,0,0,0,0,0
AHDC1,757,455,809,262,830,631,711,475
AHI1,428,296,599,243,643,556,511,340
AHNAK,97093,92681,117069,76202,98058,159908,90196,130619
AHNAK2,6808,3048,6685,2237,1899,2193,8951,7381
AHR,1446,1006,2527,1152,2138,2822,1783,1650
AHRR,492,345,803,318,957,986,832,528
AHSA1,907,974,1317,749,1255,1660,936,1064
AHSA2P,1145,1230,1509,942,1423,1746,1090,1169
AHSG,0,0,0,0,0,0,1,0
AHSP,0,0,0,0,0,0,0,0
AICDA,1,2,0,0,0,0,1,1
AIDA,3390,3449,3552,2908,3622,5246,3085,4317
AIDAP1,216,193,219,156,245,308,178,260
AIDAP2,86,102,103,79,134,148,105,127
AIDAP3,0,0,0,0,0,0,0,0
AIF1,0,0,0,0,1,1,0,0
AIF1L,101,12,353,28,104,20,147,29
AIFM1,440,427,482,262,541,554,355,374
AIFM1P1,0,0,0,0,0,0,0,0
AIFM2,457,641,562,467,514,1082,413,720
AIFM3,10,12,8,7,9,8,11,17
AIG1,724,454,869,364,829,880,597,419
AIG1P1,0,0,0,0,0,0,0,0
AIM2,0,0,0,0,0,1,0,0
AIMP1,679,674,1053,557,812,1063,797,706
AIMP1P1,0,0,0,0,0,0,0,0
AIMP1P2,0,0,0,0,0,0,0,0
AIMP2,133,152,148,90,161,221,119,122
AIP,653,631,829,435,678,829,573,667
AIPL1,0,0,0,0,0,0,0,0
AIRE,0,0,0,0,0,0,0,0
AIRN,0,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0,0
AJM1,46,48,39,15,34,24,24,40
AJUBA,492,334,704,293,759,917,629,454
AK1,211,176,225,119,225,188,179,163
AK2,1207,1111,1485,767,1497,2274,1017,921
AK2P2,0,0,0,0,1,1,0,0
AK3,2089,1923,2737,1759,2775,3216,2595,2783
AK3P2,1,0,1,0,1,0,1,0
AK3P3,1,1,5,1,6,6,3,4
AK3P4,0,0,0,0,0,0,0,0
AK3P5,3,3,2,0,2,6,2,0
AK4,1760,1151,1954,939,1784,3770,1517,1203
AK4P1,175,127,224,88,203,402,155,120
AK4P2,0,1,0,0,0,0,0,0
AK4P3,108,82,122,59,100,215,99,71
AK4P4,1,0,1,0,0,0,0,0
AK4P5,0,0,0,0,0,0,0,0
AK4P6,0,1,1,0,0,0,1,0
AK5,421,533,563,738,693,1077,495,1406
AK6,566,689,774,561,965,1204,525,671
AK6P1,0,0,0,0,0,0,0,0
AK6P2,0,0,0,0,1,0,0,0
AK7,6,9,11,3,4,8,5,8
AK8,15,17,25,17,16,19,23,26
AK9,188,89,237,82,188,149,106,91
AKAIN1,0,1,0,0,0,0,0,1
AKAP1,397,472,416,285,358,450,439,432
AKAP1-DT,27,9,32,17,25,22,31,14
AKAP10,663,613,839,481,850,999,561,732
AKAP11,1901,1496,2119,1185,2318,2788,1851,1823
AKAP12,37274,18475,104747,24110,38136,26050,51574,31671
AKAP13,2229,2463,2206,1955,2074,3367,1861,3316
AKAP14,0,0,0,0,0,3,0,0
AKAP17A,979,908,991,478,1009,1234,777,816
AKAP17BP,0,1,0,0,0,0,0,0
AKAP3,35,18,46,13,27,31,13,8
AKAP4,0,0,0,0,0,0,0,0
AKAP5,5,6,7,8,18,26,4,6
AKAP6,62,53,108,110,87,279,77,71
AKAP7,62,105,67,93,88,177,66,149
AKAP8,543,642,612,365,674,881,510,590
AKAP8L,675,603,810,369,935,878,604,575
AKAP8P1,0,0,0,0,0,0,0,0
AKAP9,1241,1185,1826,967,1780,2133,1343,1591
AKIP1,458,497,681,381,648,708,435,479
AKIRIN1,698,804,988,701,1189,1630,635,861
AKIRIN1P1,0,0,0,0,0,1,0,0
AKIRIN1P2,0,0,0,0,1,0,0,0
AKIRIN2,716,689,940,569,1020,1015,712,738
AKIRIN2P1,0,0,0,0,0,1,0,0
AKNA,656,340,888,258,509,379,744,480
AKNAD1,8,17,10,5,8,16,7,15
AKR1A1,994,752,1040,536,824,989,766,745
AKR1B1,2339,1698,2837,1139,5913,4209,1803,1558
AKR1B10,23,9,18,8,35,10,12,2
AKR1B10P1,0,0,0,0,0,1,0,0
AKR1B10P2,0,0,0,0,0,0,0,0
AKR1B15,2,0,3,0,6,1,4,0
AKR1B1P1,0,0,2,0,1,0,1,0
AKR1B1P2,1,0,1,0,0,1,0,0
AKR1B1P3,0,0,0,0,0,1,0,0
AKR1B1P4,0,0,0,0,0,0,0,0
AKR1B1P5,0,0,0,0,0,0,0,0
AKR1B1P6,0,0,0,0,0,0,0,0
AKR1B1P7,0,0,0,0,1,0,1,0
AKR1B1P8,0,0,0,0,0,0,0,0
AKR1C1,7959,21208,10907,10958,14994,14113,7223,22434
AKR1C2,3684,6412,4609,3718,5155,4022,3113,6105
AKR1C3,2735,1814,2533,1085,2138,1125,2079,1361
AKR1C4,6,20,19,5,15,12,8,24
AKR1C5P,0,0,0,0,0,0,0,0
AKR1C6P,0,0,0,0,0,1,0,0
AKR1C7P,0,0,0,0,0,0,0,0
AKR1C8P,0,0,0,0,0,0,0,0
AKR1D1,0,0,0,0,1,2,0,0
AKR1D1P1,0,0,0,0,0,0,0,0
AKR1E2,19,24,37,12,33,44,24,12
AKR7A2,986,907,985,603,963,1218,835,912
AKR7A2P1,0,1,1,1,1,3,4,1
AKR7A2P2,0,0,1,0,1,0,0,0
AKR7A3,15,10,11,2,12,17,9,10
AKR7L,10,15,5,7,7,20,9,9
AKT1,2077,2057,2182,1253,2010,3053,1600,2006
AKT1S1,1464,1345,1770,913,1620,1769,1202,1221
AKT2,3156,2468,3610,1616,3112,3498,2795,2531
AKT3,983,974,1174,943,1350,1649,1024,1584
AKT3-IT1,0,0,0,3,0,2,0,0
AKTIP,391,326,465,302,478,518,402,408
ALAD,2070,1784,1855,1067,1782,2081,1478,1640
ALAS1,1026,815,1155,522,1528,1441,845,719
ALAS2,1,0,1,0,0,0,1,0
ALB,1,1,5,0,0,1,4,5
ALCAM,3678,3456,4209,5191,6562,15645,4342,8338
ALDH16A1,197,210,202,96,200,264,166,158
ALDH18A1,1754,1075,1761,731,1914,2299,1500,961
ALDH1A1,485,281,1258,556,86,55,878,634
ALDH1A2,3,4,5,2,4,6,6,3
ALDH1A3,755,350,1222,349,292,163,906,427
ALDH1B1,405,715,712,673,448,1728,382,514
ALDH1L1,0,4,0,6,0,7,1,2
ALDH1L1-AS1,0,0,0,0,0,0,0,0
ALDH1L1-AS2,0,0,1,0,0,0,0,0
ALDH1L2,2201,1632,2877,1227,2259,2702,2540,1924
ALDH2,1360,1760,1507,1027,1915,2302,1217,1718
ALDH3A1,3,0,14,2,24,4,14,3
ALDH3A2,1315,652,1439,466,1616,664,1005,611
ALDH3B1,875,1108,1391,856,1521,2571,525,843
ALDH3B2,0,1,0,4,2,12,2,1
ALDH4A1,164,267,201,238,199,408,119,246
ALDH5A1,8,8,17,7,12,14,14,9
ALDH6A1,330,561,391,664,408,819,309,912
ALDH7A1,927,911,1434,995,1075,1295,916,1048
ALDH7A1P1,36,28,37,38,19,42,17,45
ALDH7A1P2,0,0,0,0,0,0,0,0
ALDH7A1P3,0,0,0,0,0,0,0,0
ALDH7A1P4,0,0,0,0,0,0,0,0
ALDH8A1,4,2,4,1,4,3,6,4
ALDH9A1,2279,2501,2858,1550,2961,3143,1673,1678
ALDOA,20362,15219,23205,9792,21259,31311,14244,13343
ALDOAP1,0,1,0,0,0,0,0,0
ALDOAP2,1,1,1,1,5,0,0,0
ALDOB,4,3,2,2,2,3,4,3
ALDOC,370,205,406,141,367,514,235,185
ALG1,304,275,363,202,337,469,288,280
ALG10,31,30,44,16,36,48,31,29
ALG10B,70,53,76,39,74,85,61,60
ALG11,149,112,162,91,183,273,93,124
ALG12,315,252,274,125,263,378,210,181
ALG13,392,400,523,320,582,634,383,360
ALG13-AS1,2,1,7,2,5,7,1,2
ALG14,122,87,176,89,178,164,120,89
ALG14-AS1,0,1,0,1,1,1,0,2
ALG1L,7,2,5,4,7,10,4,6
ALG1L10P,9,3,16,4,8,12,7,6
ALG1L11P,3,2,6,1,8,5,1,4
ALG1L12P,5,3,12,8,17,14,10,9
ALG1L13P,1,5,5,7,7,6,10,6
ALG1L14P,0,0,1,1,0,1,0,0
ALG1L15P,12,7,10,6,7,11,9,5
ALG1L2,11,7,15,7,12,18,9,10
ALG1L3P,0,0,0,1,0,0,0,0
ALG1L5P,3,6,2,1,0,2,0,0
ALG1L6P,34,14,9,3,25,40,23,22
ALG1L7P,6,5,4,1,7,8,3,0
ALG1L8P,2,1,2,0,4,1,2,1
ALG1L9P,8,7,6,0,0,11,4,3
ALG2,677,738,839,623,850,1371,630,814
ALG3,381,400,409,276,534,785,311,390
ALG3P1,0,0,0,0,0,0,0,0
ALG5,403,445,475,326,577,854,380,456
ALG6,162,117,186,108,247,210,163,165
ALG8,404,351,454,268,438,719,365,329
ALG9,189,263,264,141,243,700,197,192
ALG9-IT1,0,0,0,0,0,0,0,0
ALK,2,2,2,1,3,1,2,2
ALKAL1,15,8,17,14,27,33,9,8
ALKAL2,1,5,5,15,2,4,2,3
ALKBH1,127,125,152,141,207,251,126,154
ALKBH2,171,152,173,86,162,167,119,93
ALKBH3,193,187,294,177,278,372,189,248
ALKBH3-AS1,7,4,10,2,7,8,1,4
ALKBH4,183,121,180,79,193,228,118,129
ALKBH5,1388,1230,1718,947,1627,2170,1463,1214
ALKBH6,32,22,23,12,18,31,14,17
ALKBH7,298,315,278,125,218,337,227,239
ALKBH8,204,170,221,126,175,282,189,191
ALLC,0,0,0,0,0,0,0,0
ALMS1,408,250,509,182,515,561,379,292
ALMS1-IT1,1,3,0,1,3,5,1,1
ALMS1P1,1,0,3,1,1,2,0,0
ALOX12,47,34,52,24,66,49,53,28
ALOX12-AS1,50,40,43,34,64,65,50,41
ALOX12B,0,0,0,0,0,1,0,0
ALOX12P1,1,0,0,0,0,1,0,0
ALOX12P2,2,6,6,4,11,10,3,3
ALOX15,1,1,0,0,0,0,0,0
ALOX15B,0,81,0,87,0,129,0,213
ALOX15P2,0,0,0,0,0,0,0,0
ALOX5,0,2,0,0,0,0,0,0
ALOX5AP,4,33,12,6,6,26,4,12
ALOXE3,1,4,1,0,0,1,0,2
ALPG,0,0,0,0,0,0,0,0
ALPI,0,0,0,0,0,0,0,0
ALPK1,582,382,808,355,781,670,523,464
ALPK2,204,177,188,84,993,1638,62,74
ALPK3,9,169,21,98,17,36,17,123
ALPL,559,661,1435,739,1986,3412,458,619
ALPP,0,2,0,0,0,0,0,0
ALS2,769,723,791,540,1115,1509,768,864
ALS2CL,37,14,55,10,71,43,43,26
ALX1,0,0,0,0,0,0,0,0
ALX3,0,0,0,0,0,0,0,0
ALX4,9,0,4,0,0,6,64,22
ALYREF,406,386,436,224,427,625,318,316
AMACR,14,21,17,8,17,28,10,19
AMBN,0,0,0,0,0,0,0,0
AMBP,1,6,9,3,10,12,4,5
AMBRA1,673,620,750,439,802,825,644,700
AMD1,512,599,572,371,474,788,417,566
AMD1P1,0,0,0,0,0,1,0,0
AMD1P2,0,0,0,0,0,1,0,0
AMD1P3,4,3,5,3,4,7,3,4
AMD1P4,0,0,0,0,0,0,0,0
AMDHD1,11,12,11,7,13,4,15,9
AMDHD2,273,138,200,69,222,185,240,146
AMELX,0,0,0,0,0,0,0,0
AMELY,0,0,0,0,0,0,0,0
AMER1,171,130,161,96,184,211,153,161
AMER2,0,0,0,0,0,0,0,0
AMER3,0,0,0,0,0,0,0,0
AMFR,1853,1676,2599,1779,2723,3289,1857,2223
AMH,9,24,9,6,16,13,6,20
AMHR2,0,0,0,0,0,0,0,0
AMIGO1,279,195,393,222,222,223,398,409
AMIGO2,178,225,190,114,178,353,261,278
AMIGO3,0,0,0,0,0,0,0,0
AMMECR1,334,315,256,171,358,357,201,241
AMMECR1-IT1,0,0,1,0,0,0,0,0
AMMECR1L,578,600,656,483,682,990,529,727
AMMECR1LP1,0,0,0,0,0,0,0,0
AMN,2,0,0,1,1,4,1,0
AMN1,37,20,48,18,49,30,42,21
AMOT,846,205,493,46,880,160,532,104
AMOTL1,1822,1272,2209,1093,2297,3916,2047,1824
AMOTL2,2093,3187,3401,3072,2829,6843,1891,4445
AMPD1,0,0,0,0,0,0,0,0
AMPD2,925,753,969,408,1041,1055,809,653
AMPD3,616,584,1017,672,475,1245,837,951
AMPH,253,392,300,293,219,822,189,486
AMT,228,221,235,128,201,195,229,226
AMTN,0,0,0,0,0,0,0,0
AMY1A,10,10,7,11,2,10,4,15
AMY1B,10,12,7,11,2,11,4,15
AMY1C,10,9,7,11,2,9,4,15
AMY2A,10,18,12,7,7,9,10,26
AMY2B,95,136,92,77,63,62,91,145
AMYP1,4,3,2,1,2,5,2,10
AMZ1,7,2,8,2,9,2,11,10
AMZ2,1024,905,1275,699,1089,1155,957,895
AMZ2P1,320,198,415,168,296,233,273,178
AMZ2P2,0,0,0,0,0,0,0,0
AMZ2P3,0,0,0,0,0,0,0,0
ANAPC1,1109,938,1196,742,1252,1647,1103,1107
ANAPC10,87,85,105,61,112,126,89,102
ANAPC10P1,0,0,1,0,0,1,0,1
ANAPC11,812,762,664,440,680,998,537,667
ANAPC13,1062,767,1083,593,1170,1262,833,706
ANAPC15,41,48,61,30,41,57,45,44
ANAPC15P1,0,0,0,0,0,0,0,0
ANAPC15P2,0,0,0,0,0,0,0,0
ANAPC16,807,839,956,655,857,1157,639,727
ANAPC1P1,35,29,54,28,45,72,51,42
ANAPC1P2,330,319,321,214,417,499,337,407
ANAPC1P3,21,18,21,17,17,29,19,19
ANAPC1P4,338,337,354,253,467,661,361,454
ANAPC1P6,20,15,13,10,13,30,17,15
ANAPC2,664,669,654,322,556,746,506,526
ANAPC4,549,487,638,362,580,732,525,548
ANAPC5,2243,2157,2879,1488,2339,2816,1946,1966
ANAPC7,493,457,587,317,627,783,372,351
ANG,43,77,49,58,38,100,37,91
ANGEL1,358,299,451,190,486,434,353,289
ANGEL2,533,498,607,341,530,708,487,476
ANGPT1,1382,1858,2540,1784,4135,8283,1708,2570
ANGPT2,2,0,0,1,14,7,1,3
ANGPT4,1,1,4,0,4,4,0,0
ANGPTL1,73,401,154,285,62,177,111,493
ANGPTL2,8137,4451,9008,3065,11452,5149,7307,4638
ANGPTL3,0,0,1,1,2,2,0,0
ANGPTL4,367,892,298,449,875,1428,1435,1635
ANGPTL5,5,4,8,29,26,32,8,40
ANGPTL6,2,4,9,3,6,7,5,3
ANGPTL7,4,50,19,543,1,10,14,1067
ANGPTL8,2,1,1,0,6,3,0,3
ANHX,0,0,0,0,0,0,0,0
ANK1,59,29,170,78,98,148,84,70
ANK2,2834,1198,2543,914,3149,1319,2723,1548
ANK2-AS1,0,0,0,0,0,0,0,0
ANK3,0,1,3,4,18,18,3,2
ANK3-DT,0,0,0,0,0,0,0,0
ANKAR,60,61,84,35,75,94,67,62
ANKDD1A,334,320,607,344,586,555,562,485
ANKDD1B,12,25,14,13,11,7,10,14
ANKEF1,49,54,109,50,108,136,50,54
ANKFN1,4,3,17,2,4,11,3,3
ANKFY1,2114,1712,2287,1238,2357,2906,1835,1997
ANKH,633,565,793,404,839,1212,692,629
ANKH-DT,0,0,0,0,0,1,1,4
ANKHD1,24,20,22,13,24,27,25,19
ANKHD1-EIF4EBP3,7,11,26,11,14,18,20,16
ANKIB1,1660,1251,2259,1079,2462,2514,1888,1660
ANKK1,4,0,1,1,0,1,0,0
ANKLE1,10,9,4,3,11,15,7,8
ANKLE2,1299,1427,1406,944,1528,2233,1126,1485
ANKMY1,130,112,175,101,163,182,145,117
ANKMY2,439,258,455,173,465,349,419,252
ANKRA2,435,344,484,323,483,407,421,417
ANKRD1,0,2,0,2,2,45,1,2
ANKRD10,1648,1427,1497,1046,1533,1358,1555,1500
ANKRD10-IT1,101,70,70,47,75,72,91,79
ANKRD11,4342,4042,5187,2498,6154,7427,3700,3966
ANKRD11P1,0,0,0,0,0,0,0,0
ANKRD11P2,229,199,210,115,329,380,199,221
ANKRD12,1394,1295,1254,828,1718,2070,1233,1505
ANKRD13A,4210,6164,6720,5719,5534,11000,4199,6932
ANKRD13B,312,352,253,172,348,274,259,291
ANKRD13C,721,793,789,629,869,1189,650,853
ANKRD13D,377,386,364,199,356,506,294,362
ANKRD16,99,90,100,48,96,106,76,78
ANKRD17,2610,2280,2873,1633,3436,4220,2263,2419
ANKRD18A,1,0,0,0,2,1,0,2
ANKRD18B,1,1,3,0,24,10,6,7
ANKRD18CP,0,0,2,0,2,1,1,0
ANKRD18DP,0,0,0,0,0,0,0,0
ANKRD18EP,66,47,56,42,59,75,73,64
ANKRD19P,5,3,3,4,6,4,1,3
ANKRD2,3,6,18,19,8,3,19,24
ANKRD20A1,0,0,0,0,0,0,0,0
ANKRD20A10P,0,0,0,0,0,0,2,0
ANKRD20A11P,2,0,3,0,0,1,0,0
ANKRD20A17P,2,2,0,0,0,1,5,3
ANKRD20A18P,0,0,0,0,0,0,0,0
ANKRD20A19P,0,0,1,0,4,1,3,2
ANKRD20A2P,1,2,4,0,1,0,4,0
ANKRD20A4P,1,6,7,2,1,1,4,0
ANKRD20A5P,0,1,7,3,3,0,0,1
ANKRD20A7P,0,1,0,0,0,0,0,0
ANKRD20A8P,0,1,2,1,0,0,0,0
ANKRD20A9P,0,0,0,0,0,1,0,0
ANKRD22,0,0,0,0,0,0,0,0
ANKRD23,7,3,6,0,6,10,8,6
ANKRD24,62,64,58,28,53,49,57,64
ANKRD26,267,233,401,168,502,463,269,240
ANKRD26P1,2,2,48,24,0,0,1,0
ANKRD26P2,0,0,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0,0,0
ANKRD26P4,1,0,2,1,0,2,0,2
ANKRD27,510,615,531,417,555,766,425,570
ANKRD28,3649,5018,5357,4873,4830,7880,3789,6697
ANKRD29,351,235,318,219,883,830,380,317
ANKRD30A,0,0,0,0,0,0,0,0
ANKRD30B,4,2,24,6,5,5,1,2
ANKRD30BL,0,0,0,0,0,0,0,0
ANKRD30BP1,2,0,2,1,1,1,0,0
ANKRD30BP2,0,0,0,0,0,0,0,0
ANKRD30BP3,2,0,1,0,0,0,0,0
ANKRD31,9,10,15,1,4,6,13,3
ANKRD33,2,1,2,0,4,8,2,0
ANKRD33B,279,210,382,116,285,373,231,288
ANKRD33B-AS1,1,0,0,1,0,0,1,1
ANKRD34A,0,0,0,0,0,0,0,0
ANKRD34B,0,0,0,0,0,0,0,0
ANKRD34C,0,0,1,0,0,0,0,0
ANKRD34C-AS1,0,0,0,0,0,0,0,0
ANKRD35,189,195,218,157,118,145,205,223
ANKRD36,451,268,573,198,568,499,439,329
ANKRD36B,297,196,367,144,357,342,299,211
ANKRD36BP1,0,0,0,0,0,0,0,0
ANKRD36BP2,3,1,3,0,5,0,3,2
ANKRD36C,275,127,320,73,342,257,230,249
ANKRD36P1,0,0,0,0,0,0,0,0
ANKRD37,72,81,34,23,37,62,38,48
ANKRD39,40,29,49,21,27,50,29,29
ANKRD40,872,883,921,727,954,1493,773,1007
ANKRD40CL,0,0,0,0,0,0,0,0
ANKRD42,259,213,387,204,367,414,268,293
ANKRD44,91,58,151,101,178,167,146,159
ANKRD44-AS1,0,0,0,0,0,0,0,0
ANKRD44-IT1,0,0,0,0,1,0,0,0
ANKRD45,19,2,26,1,44,29,29,9
ANKRD46,108,83,127,63,113,147,124,105
ANKRD49,203,220,201,172,225,278,196,263
ANKRD49P1,2,4,2,1,6,7,0,3
ANKRD49P2,0,0,0,0,0,0,0,0
ANKRD49P3,0,0,0,0,0,0,0,0
ANKRD49P4,0,0,0,0,0,0,0,0
ANKRD50,972,844,1097,549,1314,1448,820,828
ANKRD52,1476,1440,1699,988,2094,2614,1343,1498
ANKRD53,59,58,54,37,80,97,63,73
ANKRD54,263,234,265,136,276,303,168,205
ANKRD54P1,0,0,0,0,0,0,0,0
ANKRD55,7,2,8,2,8,9,5,3
ANKRD6,83,66,122,72,41,30,114,134
ANKRD60,0,0,0,0,0,0,0,0
ANKRD61,10,7,13,4,21,16,10,5
ANKRD62,0,0,0,1,0,0,0,1
ANKRD62P1,0,0,0,0,0,1,0,0
ANKRD62P1-PARP4P3,0,0,1,0,2,5,4,0
ANKRD63,0,0,0,0,0,0,0,0
ANKRD65,29,47,36,14,17,17,25,39
ANKRD66,0,0,0,0,0,0,0,0
ANKRD7,8,3,5,7,6,11,5,2
ANKRD9,67,65,98,41,86,105,44,58
ANKS1A,607,592,823,547,813,948,606,735
ANKS1B,5,5,13,9,5,3,9,11
ANKS3,319,271,393,197,319,411,270,259
ANKS4B,0,0,0,0,0,0,0,0
ANKS6,806,799,834,418,786,1035,748,659
ANKUB1,0,0,0,0,0,0,0,1
ANKZF1,612,645,573,403,676,940,466,568
ANLN,251,228,250,145,274,313,199,192
ANO1,450,155,1742,818,575,3029,1243,910
ANO1-AS1,0,0,0,0,0,0,0,0
ANO10,1104,1321,1471,1107,1547,2287,935,1360
ANO2,7,7,15,15,14,20,6,8
ANO3,27,48,55,59,11,71,107,77
ANO3-AS1,0,0,0,0,0,0,0,0
ANO4,57,43,34,39,29,93,55,68
ANO5,5,1,1,0,0,3,2,5
ANO6,3223,2891,3851,2796,3650,5075,3026,4115
ANO7,7,11,24,7,31,48,22,11
ANO7L1,7,18,21,16,5,19,11,15
ANO8,221,176,210,76,149,140,158,127
ANO9,2,2,3,0,8,8,2,3
ANOS1,1,0,1,0,0,0,0,0
ANOS2P,2,0,3,3,2,3,0,0
ANP32A,802,609,997,391,1117,1002,666,447
ANP32AP1,10,5,6,4,8,4,3,9
ANP32B,2023,2243,2764,1701,2863,3244,2165,2239
ANP32BP1,26,30,17,15,14,28,20,31
ANP32BP2,0,0,0,0,0,1,0,1
ANP32BP3,0,0,0,0,0,0,0,0
ANP32C,3,0,1,2,4,0,0,0
ANP32D,0,0,0,0,0,0,0,0
ANP32E,587,440,771,406,689,695,581,438
ANPEP,2926,6013,2775,3608,2940,5607,2810,6357
ANTKMT,112,115,103,56,74,181,124,110
ANTXR1,11274,10299,16555,10103,21196,26045,10574,14562
ANTXR2,4435,5265,6137,4795,5680,6404,4858,7783
ANTXRLP1,0,0,0,0,0,0,0,0
ANXA1,7825,9260,10396,8597,8281,10788,8098,12591
ANXA10,0,0,1,1,7,0,1,2
ANXA11,7103,7003,8872,6739,7095,10357,6641,9516
ANXA13,0,5,0,2,1,4,1,1
ANXA2,19418,28525,25846,22818,21588,38325,17438,29095
ANXA2P1,9,10,4,7,10,9,5,13
ANXA2P2,2429,3581,3081,2660,2561,4719,2048,3488
ANXA2P3,0,3,2,1,2,2,1,2
ANXA2R,18,21,22,11,22,18,27,24
ANXA3,28,32,161,80,56,93,40,57
ANXA4,3354,6799,3347,4366,3270,7848,2815,7188
ANXA5,21473,23177,25923,14858,32574,44709,18747,21391
ANXA6,10218,18364,12571,11834,10983,24777,8345,17073
ANXA7,1810,1455,2270,1428,1968,2138,1807,1787
ANXA8,0,0,0,0,0,0,0,0
ANXA8L1,0,0,0,0,0,0,0,0
ANXA9,80,64,87,58,82,73,82,88
AOAH,0,0,0,0,0,0,0,0
AOAH-IT1,0,0,0,0,0,0,0,0
AOC1,0,0,1,0,0,0,0,0
AOC2,16,26,27,19,30,31,12,33
AOC3,216,226,285,172,80,192,578,671
AOC4P,19,15,18,13,5,14,36,56
AOPEP,427,749,658,792,612,1512,365,909
AOX1,1394,5035,2462,3415,4869,10977,1791,7145
AOX2P,0,0,0,0,0,1,0,1
AOX3P,1,12,2,5,6,31,4,9
AP1AR,291,250,246,178,276,314,202,302
AP1B1,1366,1013,1687,809,1477,1930,1021,907
AP1B1P1,0,0,0,0,0,0,0,0
AP1B1P2,0,0,0,0,0,0,0,0
AP1G1,2024,1900,2306,1677,2398,3314,1689,1975
AP1G2,170,155,214,118,224,250,168,163
AP1M1,1556,2885,1521,1631,1669,4090,1126,2842
AP1M2,0,0,1,0,1,0,0,0
AP1M2P1,0,0,0,0,0,0,0,0
AP1S1,979,840,993,548,1151,1335,831,859
AP1S2,566,512,622,514,570,996,688,870
AP1S2P1,0,0,0,0,0,0,0,0
AP1S3,12,16,41,19,29,26,26,14
AP2A1,3608,3908,4152,2599,4267,5657,3238,4260
AP2A2,1602,1505,1707,847,2065,2335,1549,1793
AP2B1,7174,5362,7780,5110,8105,9420,5580,6653
AP2B1P1,21,16,26,18,41,46,18,18
AP2M1,7873,7938,9425,5434,11023,13790,6555,7138
AP2S1,1102,1173,1406,839,1207,1949,983,1103
AP3B1,1744,1559,2134,1396,2224,2651,1509,1808
AP3B2,69,88,46,14,30,32,33,32
AP3D1,4182,3404,4526,2498,5005,6072,3371,3530
AP3M1,1140,1110,1320,797,1406,1907,1016,1059
AP3M2,439,278,535,270,514,427,448,302
AP3S1,2158,2025,2604,1781,2685,3011,2044,2242
AP3S2,490,495,513,347,579,634,526,632
AP4B1,134,127,161,91,137,174,128,126
AP4B1-AS1,3,3,1,3,2,7,5,4
AP4E1,495,387,673,335,571,722,410,496
AP4M1,334,221,424,178,321,305,337,289
AP4S1,40,41,75,32,47,67,41,53
AP5B1,109,142,68,92,114,178,87,141
