"","ensgene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521","hgnc_symbol"
"365","ENSG00000015479",7206,5499,8268,4596,8997,9147,6556,6136,"MATR3"
"366","ENSG00000015520",21,4,24,1,70,17,19,1,"NPC1L1"
"367","ENSG00000015532",716,608,760,416,792,1068,574,627,"XYLT2"
"368","ENSG00000015568",1045,858,1422,729,1817,1734,1235,1051,"RGPD5"
"369","ENSG00000015592",0,2,0,1,0,1,1,1,"STMN4"
"370","ENSG00000015676",1741,1509,1826,1186,1748,2018,1476,1492,"NUDCD3"
"371","ENSG00000016082",0,0,0,0,0,0,0,0,"ISL1"
"372","ENSG00000016391",161,21,164,26,70,29,218,58,"CHDH"
"373","ENSG00000016402",17,10,12,3,5,1,22,11,"IL20RA"
"374","ENSG00000016490",0,1,0,0,0,0,1,0,"CLCA1"
"375","ENSG00000016602",1,0,0,0,0,0,0,0,"CLCA4"
"376","ENSG00000016864",1544,1449,1854,1220,1483,1726,1590,1684,"GLT8D1"
"377","ENSG00000017260",2832,2074,3156,1862,3269,3477,3117,2715,"ATP2C1"
"378","ENSG00000017373",0,1,1,1,1,2,0,0,NA
"379","ENSG00000017427",1059,877,1364,688,498,279,1051,701,"IGF1"
"380","ENSG00000017483",757,348,630,112,555,529,564,260,"SLC38A5"
"381","ENSG00000017621",20,11,26,11,22,24,16,19,NA
"382","ENSG00000017797",2893,3638,2933,2418,3462,5543,2333,4087,"RALBP1"
"383","ENSG00000018189",1123,809,1195,614,1474,1262,952,779,"RUFY3"
"384","ENSG00000018236",49,49,35,40,41,61,43,48,"CNTN1"
"385","ENSG00000018280",8,3,7,3,3,7,5,8,"SLC11A1"
"386","ENSG00000018408",2883,2568,2659,1817,3208,3986,2031,2242,"WWTR1"
"387","ENSG00000018510",743,713,883,503,903,1310,710,802,"AGPS"
"388","ENSG00000018607",0,0,0,0,0,0,1,0,"ZNF806"
"389","ENSG00000018610",304,235,337,190,337,353,252,250,"STEEP1"
"390","ENSG00000018625",334,176,2889,841,238,161,521,247,"ATP1A2"
"391","ENSG00000018699",245,209,285,194,324,405,297,254,"TTC27"
"392","ENSG00000018869",52,58,71,43,79,77,56,41,"ZNF582"
"393","ENSG00000019102",1,0,4,7,16,27,4,3,"VSIG2"
"394","ENSG00000019144",2786,3651,3236,1888,2973,4368,2247,3230,"PHLDB1"
"395","ENSG00000019169",0,2,0,0,0,0,0,0,"MARCO"
"396","ENSG00000019186",70,3,9,0,12,2,20,0,"CYP24A1"
"397","ENSG00000019485",183,199,194,122,157,217,141,275,"PRDM11"
"398","ENSG00000019505",0,0,0,0,0,0,0,0,"SYT13"
"399","ENSG00000019549",3302,5290,2847,1591,3859,2979,2231,2289,"SNAI2"
"400","ENSG00000019582",23,15,100,34,32,23,75,50,"CD74"
"401","ENSG00000019991",1529,909,1319,405,2440,1206,1544,699,"HGF"
"402","ENSG00000019995",1338,2505,1585,1850,2011,3826,1278,2446,"ZRANB1"
"403","ENSG00000020129",1443,929,1280,469,1384,1263,1091,756,"NCDN"
"404","ENSG00000020181",9153,5457,9560,3956,9105,11219,9402,7425,"ADGRA2"
"405","ENSG00000020219",0,0,0,0,1,0,1,0,"CCT8L1P"
"406","ENSG00000020256",326,284,446,153,413,449,293,235,"ZFP64"
"407","ENSG00000020426",161,132,238,125,232,292,127,171,"MNAT1"
"408","ENSG00000020577",2102,3748,1923,2684,2036,5377,1930,5006,"SAMD4A"
"409","ENSG00000020633",123,151,97,65,3,3,113,172,"RUNX3"
"410","ENSG00000020922",325,279,389,239,378,499,359,363,"MRE11"
"411","ENSG00000021300",18,6,18,11,22,19,13,13,"PLEKHB1"
"412","ENSG00000021355",536,660,627,512,577,1025,403,717,"SERPINB1"
"413","ENSG00000021461",0,0,0,0,0,0,0,1,"CYP3A43"
"414","ENSG00000021488",2,2,1,0,3,2,0,1,"SLC7A9"
"415","ENSG00000021574",500,475,567,369,518,547,481,552,"SPAST"
"416","ENSG00000021645",8,20,42,63,12,40,7,77,"NRXN3"
"417","ENSG00000021762",1433,1673,1192,771,1376,2276,1014,1515,"OSBPL5"
"418","ENSG00000021776",1111,1014,1230,802,1310,1880,952,1251,"AQR"
"419","ENSG00000021826",397,259,474,216,299,299,355,311,"CPS1"
"420","ENSG00000021852",0,0,0,0,0,0,0,0,"C8B"
"421","ENSG00000022267",7354,8775,11436,8544,8584,16109,9346,13964,"FHL1"
"422","ENSG00000022277",1404,1281,1676,955,1601,2409,1344,1364,"RTF2"
"423","ENSG00000022355",0,0,0,0,0,0,0,0,"GABRA1"
"424","ENSG00000022556",0,0,1,0,1,1,0,1,"NLRP2"
"425","ENSG00000022567",134,130,151,97,165,259,131,167,"SLC45A4"
"426","ENSG00000022840",2599,2616,2910,2091,2820,4016,2066,2620,"RNF10"
"427","ENSG00000022976",195,122,263,118,209,259,157,159,"ZNF839"
"428","ENSG00000023041",636,662,749,480,767,968,563,692,"ZDHHC6"
"429","ENSG00000023171",70,24,91,33,197,147,82,68,"GRAMD1B"
"430","ENSG00000023191",5592,5383,6055,3227,3972,5884,4004,4888,"RNH1"
"431","ENSG00000023228",1559,1458,1771,1108,1976,2335,1325,1644,"NDUFS1"
"432","ENSG00000023287",2561,2374,2933,1990,3640,3732,2434,3230,"RB1CC1"
"433","ENSG00000023318",1317,1231,1490,1038,1602,2268,1159,1428,"ERP44"
"434","ENSG00000023330",1026,815,1155,522,1528,1441,845,719,"ALAS1"
"435","ENSG00000023445",62,77,46,32,44,46,39,98,"BIRC3"
"436","ENSG00000023516",1901,1496,2119,1185,2318,2788,1851,1823,"AKAP11"
"437","ENSG00000023572",94,104,93,81,84,123,81,70,"GLRX2"
"438","ENSG00000023608",136,196,234,232,238,495,154,232,"SNAPC1"
"439","ENSG00000023697",474,517,488,364,486,688,388,495,"DERA"
"440","ENSG00000023734",1638,1972,2207,1551,2519,3237,1575,1916,"STRAP"
"441","ENSG00000023839",18,21,9,9,14,11,14,22,"ABCC2"
"442","ENSG00000023892",4,2,6,3,14,8,3,6,"DEF6"
"443","ENSG00000023902",636,732,630,497,837,1381,508,637,"PLEKHO1"
"444","ENSG00000023909",990,1611,1304,1842,1364,4543,1237,2884,"GCLM"
"445","ENSG00000024048",1304,1128,1550,964,1454,1871,1171,1466,"UBR2"
"446","ENSG00000024422",10940,11446,13005,7734,14671,19665,9118,10741,"EHD2"
"447","ENSG00000024526",26,21,16,8,16,12,17,14,"DEPDC1"
"448","ENSG00000024862",206,229,291,185,256,243,165,239,"CCDC28A"
"449","ENSG00000025039",4,15,6,3,7,8,5,7,"RRAGD"
"450","ENSG00000025156",307,213,315,146,330,304,220,234,"HSF2"
"451","ENSG00000025293",1601,1390,1668,937,1915,1973,1411,1238,"PHF20"
"452","ENSG00000025423",232,69,637,56,89,40,245,53,"HSD17B6"
"453","ENSG00000025434",374,454,484,276,456,483,307,392,"NR1H3"
"454","ENSG00000025708",110,280,87,82,114,309,56,154,"TYMP"
"455","ENSG00000025770",423,364,401,194,352,444,294,260,"NCAPH2"
"456","ENSG00000025772",832,555,939,386,1548,1087,623,512,"TOMM34"
"457","ENSG00000025796",2806,2298,4367,2452,4270,5009,3203,3085,"SEC63"
"458","ENSG00000025800",1700,1614,2056,1402,2353,2913,1542,1763,"KPNA6"
"459","ENSG00000026025",32264,20759,37558,21944,39307,26565,33928,26662,"VIM"
"460","ENSG00000026036",62,41,75,16,33,64,38,31,"RTEL1-TNFRSF6B"
"461","ENSG00000026103",1013,863,1394,682,1390,1835,1019,967,"FAS"
"462","ENSG00000026297",115,66,139,53,112,121,107,80,"RNASET2"
"463","ENSG00000026508",19273,12357,25453,14886,24143,26890,23210,20267,"CD44"
"464","ENSG00000026559",24,18,10,2,23,23,23,8,"KCNG1"
"465","ENSG00000026652",419,316,315,168,532,513,298,306,"AGPAT4"
"466","ENSG00000026751",0,0,0,1,0,0,0,0,"SLAMF7"
"467","ENSG00000026950",1051,472,1135,388,1166,761,763,391,"BTN3A1"
"468","ENSG00000027001",502,347,740,311,649,751,634,439,"MIPEP"
"469","ENSG00000027075",19,40,62,48,78,177,60,190,"PRKCH"
"470","ENSG00000027644",2,0,1,0,2,1,0,0,"INSRR"
"471","ENSG00000027697",1322,1566,1340,1211,1587,1814,1086,1614,"IFNGR1"
"472","ENSG00000027847",492,381,570,241,511,720,400,356,"B4GALT7"
"473","ENSG00000027869",1,0,1,0,0,1,0,0,"SH2D2A"
"474","ENSG00000028116",155,171,207,133,227,272,179,224,"VRK2"
"475","ENSG00000028137",398,575,600,472,288,1006,337,546,"TNFRSF1B"
"476","ENSG00000028203",991,847,1662,971,1360,1515,1099,1203,"VEZT"
"477","ENSG00000028277",70,14,34,3,104,33,34,9,"POU2F2"
"478","ENSG00000028310",525,481,703,357,692,948,513,509,"BRD9"
"479","ENSG00000028528",3488,2805,4378,2386,4248,4770,3301,3315,"SNX1"
"480","ENSG00000028839",437,364,514,245,661,532,417,315,"TBPL1"
"481","ENSG00000029153",242,186,313,164,297,349,241,275,"ARNTL2"
"482","ENSG00000029363",3169,2519,4148,2247,3766,4623,3054,3061,"BCLAF1"
"483","ENSG00000029364",1442,1008,1718,958,1705,1998,1362,1285,"SLC39A9"
"484","ENSG00000029534",59,29,170,78,98,148,84,70,"ANK1"
"485","ENSG00000029559",0,0,5,0,0,1,0,0,"IBSP"
"486","ENSG00000029639",127,87,125,75,98,166,113,96,"TFB1M"
"487","ENSG00000029725",1573,1401,1769,1045,1925,2087,1627,1751,"RABEP1"
"488","ENSG00000029993",518,369,892,362,831,749,632,523,"HMGB3"
"489","ENSG00000030066",991,835,919,610,1054,1321,905,887,"NUP160"
"490","ENSG00000030110",180,182,193,114,205,296,158,155,"BAK1"
"491","ENSG00000030304",24,46,31,15,24,29,39,23,"MUSK"
"492","ENSG00000030419",208,155,257,152,209,501,183,248,"IKZF2"
"493","ENSG00000030582",10904,7964,13735,6999,13548,14104,12219,11364,"GRN"
"494","ENSG00000031003",1112,857,1312,746,1239,1646,1096,1263,"FAM13B"
"495","ENSG00000031081",364,174,425,147,599,489,369,232,"ARHGAP31"
"496","ENSG00000031544",2,1,3,6,5,6,5,1,NA
"497","ENSG00000031691",56,54,83,52,115,126,93,113,"CENPQ"
"498","ENSG00000031698",3342,2305,3980,1564,3815,2943,3310,2169,"SARS1"
"499","ENSG00000031823",1780,1238,2312,777,1884,2029,1509,1213,"RANBP3"
"500","ENSG00000032219",619,566,804,404,777,832,606,750,"ARID4A"
"501","ENSG00000032389",238,194,295,114,225,352,137,191,"EIPR1"
"502","ENSG00000032444",1140,1097,1529,927,1440,1899,956,1281,"PNPLA6"
"503","ENSG00000032742",263,144,354,123,321,274,232,144,"IFT88"
"504","ENSG00000033011",304,275,363,202,337,469,288,280,"ALG1"
"505","ENSG00000033030",370,395,413,249,444,479,336,399,"ZCCHC8"
"506","ENSG00000033050",1075,1342,1243,880,1599,2336,929,1135,"ABCF2"
"507","ENSG00000033100",2131,1719,2559,1515,2747,3922,1923,1953,"CHPF2"
"508","ENSG00000033122",6,3,12,3,6,7,7,8,"LRRC7"
"509","ENSG00000033170",1519,1435,2076,1014,2294,1661,1332,1131,"FUT8"
"510","ENSG00000033178",957,629,1067,586,1170,1269,905,717,"UBA6"
"511","ENSG00000033327",1119,1159,1267,1073,1376,1770,1062,1590,"GAB2"
"512","ENSG00000033627",680,964,781,656,723,840,669,964,"ATP6V0A1"
"513","ENSG00000033800",610,512,822,451,727,830,567,588,"PIAS1"
"514","ENSG00000033867",2642,1247,3493,1206,3405,1999,3407,1658,"SLC4A7"
"515","ENSG00000034053",104,80,74,33,233,317,39,50,"APBA2"
"516","ENSG00000034063",110,73,116,38,111,151,94,30,NA
"517","ENSG00000034152",790,1203,897,944,659,2276,1090,1422,"MAP2K3"
"518","ENSG00000034239",9,6,6,5,12,12,4,1,"EFCAB1"
"519","ENSG00000034510",10829,10179,16055,7516,16784,18635,10966,9693,"TMSB10"
"520","ENSG00000034533",129,86,131,46,146,116,145,72,"ASTE1"
"521","ENSG00000034677",761,790,829,566,710,833,689,864,"RNF19A"
"522","ENSG00000034693",290,191,355,164,433,377,245,182,"PEX3"
"523","ENSG00000034713",1316,1377,1415,1165,1397,2074,1113,1470,"GABARAPL2"
"524","ENSG00000034971",336,254,1035,621,102,93,422,566,"MYOC"
"525","ENSG00000035115",573,360,544,264,652,536,532,361,"SH3YL1"
"526","ENSG00000035141",335,307,373,249,373,475,323,424,"FAM136A"
"527","ENSG00000035403",11418,16360,17309,15613,10103,26071,12510,24430,"VCL"
"528","ENSG00000035499",27,13,12,2,18,15,10,6,"DEPDC1B"
"529","ENSG00000035664",174,491,520,792,161,924,487,1320,"DAPK2"
"530","ENSG00000035681",1170,833,1287,637,1396,1169,1112,902,"NSMAF"
"531","ENSG00000035687",756,626,857,552,989,825,777,671,"ADSS2"
"532","ENSG00000035720",0,0,0,0,0,0,0,0,"STAP1"
"533","ENSG00000035862",36898,31612,48710,35384,50093,63221,35647,40512,"TIMP2"
"534","ENSG00000035928",1120,906,1143,634,1313,1264,1046,984,"RFC1"
"535","ENSG00000036054",1296,1211,1181,855,1451,1826,1059,1266,"TBC1D23"
"536","ENSG00000036257",1634,1441,2001,1189,2351,2547,1412,1566,"CUL3"
"537","ENSG00000036448",27,23,14,4,69,48,18,21,"MYOM2"
"538","ENSG00000036473",0,0,0,0,1,0,0,0,"OTC"
"539","ENSG00000036530",29,16,23,11,20,22,39,23,"CYP46A1"
"540","ENSG00000036549",852,680,964,599,1045,1258,769,736,"ZZZ3"
"541","ENSG00000036565",0,0,0,0,0,0,0,0,"SLC18A1"
"542","ENSG00000036672",9,9,10,14,18,21,3,9,"USP2"
"543","ENSG00000036828",0,0,0,0,0,0,0,0,"CASR"
"544","ENSG00000037042",518,429,674,337,638,711,463,419,"TUBG2"
"545","ENSG00000037241",271,303,295,230,360,487,214,268,"RPL26L1"
"546","ENSG00000037280",2,2,2,0,1,10,0,0,"FLT4"
"547","ENSG00000037474",700,678,816,510,1060,1395,600,661,"NSUN2"
"548","ENSG00000037637",578,568,640,502,638,875,503,777,"FBXO42"
"549","ENSG00000037749",766,736,888,663,878,1283,746,833,"MFAP3"
"550","ENSG00000037757",202,196,235,113,245,357,90,100,"MRI1"
"551","ENSG00000037897",50,45,75,33,80,111,69,38,"METTL1"
"552","ENSG00000037965",7,7,12,4,29,31,58,50,"HOXC8"
"553","ENSG00000038002",823,464,738,404,504,713,680,533,"AGA"
"554","ENSG00000038210",461,431,417,286,379,448,425,352,"PI4K2B"
"555","ENSG00000038219",2340,1842,2723,1370,3114,3401,2243,2427,"BOD1L1"
"556","ENSG00000038274",1619,1837,1443,1459,1584,2352,1308,2013,"MAT2B"
"557","ENSG00000038295",12,5,37,9,7,8,0,0,"TLL1"
"558","ENSG00000038358",701,642,783,427,837,1085,597,738,"EDC4"
"559","ENSG00000038382",6353,5208,7611,3043,6941,8644,6732,5781,"TRIO"
"560","ENSG00000038427",9624,6485,11227,3855,10844,10685,9587,8908,"VCAN"
"561","ENSG00000038532",667,517,742,381,909,703,648,681,"CLEC16A"
"562","ENSG00000038945",94,53,102,28,341,238,286,200,"MSR1"
"563","ENSG00000039068",0,0,0,1,2,3,0,0,"CDH1"
"564","ENSG00000039123",1272,1071,1452,882,1407,1662,1131,1092,"MTREX"
"565","ENSG00000039139",142,117,304,92,267,435,233,198,"DNAH5"
"566","ENSG00000039319",1176,881,1213,632,1450,1713,972,900,"ZFYVE16"
"567","ENSG00000039523",1138,1257,1036,728,1101,1460,1043,1142,"RIPOR1"
"568","ENSG00000039537",2,16,12,21,34,95,4,20,"C6"
"569","ENSG00000039560",3717,4005,4846,3934,5125,11347,4062,5151,"RAI14"
"570","ENSG00000039600",4,3,4,3,4,8,2,3,"SOX30"
"571","ENSG00000039650",437,303,391,153,386,476,291,220,"PNKP"
"572","ENSG00000039987",0,1,0,0,0,2,0,2,"BEST2"
"573","ENSG00000040199",240,229,296,218,342,486,268,401,"PHLPP2"
"574","ENSG00000040275",231,210,352,122,203,297,215,162,"SPDL1"
"575","ENSG00000040341",635,448,800,432,760,859,524,593,"STAU2"
"576","ENSG00000040487",219,252,219,155,271,373,212,255,"SLC66A1"
"577","ENSG00000040531",462,385,567,306,615,678,502,586,"CTNS"
"578","ENSG00000040608",1,1,5,0,1,2,2,0,"RTN4R"
"579","ENSG00000040633",879,757,849,459,1262,1089,737,569,"PHF23"
"580","ENSG00000040731",107,42,108,15,35,6,207,51,"CDH10"
"581","ENSG00000040933",751,571,835,519,764,1002,681,654,"INPP4A"
"582","ENSG00000041353",37,14,17,5,357,91,24,11,"RAB27B"
"583","ENSG00000041357",1248,1183,1516,952,1467,1477,1081,1000,"PSMA4"
"584","ENSG00000041515",7,11,5,9,4,20,4,21,"MYO16"
"585","ENSG00000041802",438,470,590,348,640,874,444,524,"LSG1"
"586","ENSG00000041880",401,402,458,224,379,403,387,367,"PARP3"
"587","ENSG00000041982",3318,1037,7317,2925,2468,2221,6527,3678,"TNC"
"588","ENSG00000041988",196,179,242,124,222,253,202,174,"THAP3"
"589","ENSG00000042062",1600,1808,1282,656,2182,2609,1118,1378,"RIPOR3"
"590","ENSG00000042088",207,137,235,107,276,207,214,181,"TDP1"
"591","ENSG00000042286",457,641,562,467,514,1082,413,720,"AIFM2"
"592","ENSG00000042304",0,0,1,0,0,0,0,1,"C2orf83"
"593","ENSG00000042317",233,152,249,138,283,247,218,175,"SPATA7"
"594","ENSG00000042429",400,362,414,302,450,567,288,375,"MED17"
"595","ENSG00000042445",1289,1137,1676,863,1534,1852,1030,1025,"RETSAT"
"596","ENSG00000042493",861,866,1124,613,851,1032,1373,1301,"CAPG"
"597","ENSG00000042753",1102,1173,1406,839,1207,1949,983,1103,"AP2S1"
"598","ENSG00000042781",4,0,3,2,6,7,6,3,"USH2A"
"599","ENSG00000042813",0,0,0,0,0,0,0,0,"ZPBP"
"600","ENSG00000042832",13,13,51,21,57,74,22,50,"TG"
"601","ENSG00000042980",3,4,12,3,13,44,9,17,"ADAM28"
"602","ENSG00000043039",0,0,0,0,0,0,0,0,"BARX2"
"603","ENSG00000043093",702,617,716,504,824,971,585,667,"DCUN1D1"
"604","ENSG00000043143",1465,1716,1633,1042,1593,2251,1176,1613,"JADE2"
"605","ENSG00000043355",0,0,0,0,0,0,0,0,"ZIC2"
"606","ENSG00000043462",0,0,0,0,0,0,0,0,"LCP2"
"607","ENSG00000043514",221,186,321,155,291,392,208,190,"TRIT1"
"608","ENSG00000043591",0,0,0,0,0,0,0,0,"ADRB1"
"609","ENSG00000044012",0,0,0,0,0,0,0,0,"GUCA2B"
"610","ENSG00000044090",1313,753,1650,581,1421,1354,1195,911,"CUL7"
"611","ENSG00000044115",7106,6407,9696,5627,8672,12397,7238,8018,"CTNNA1"
"612","ENSG00000044446",321,318,387,245,356,573,322,406,"PHKA2"
"613","ENSG00000044459",490,373,690,349,790,658,387,349,"CNTLN"
"614","ENSG00000044524",43,23,35,46,39,35,79,88,"EPHA3"
"615","ENSG00000044574",16591,13418,19997,7565,16910,41484,10577,7728,"HSPA5"
"616","ENSG00000046604",17,6,69,31,0,1,63,39,"DSG2"
"617","ENSG00000046647",323,347,380,216,364,444,403,379,"GEMIN8"
"618","ENSG00000046651",375,270,557,418,665,1036,688,546,"OFD1"
"619","ENSG00000046653",111,324,303,1395,718,5450,250,1075,"GPM6B"
"620","ENSG00000046774",0,0,1,0,1,1,1,1,"MAGEC2"
"621","ENSG00000046889",78,28,104,29,5,7,16,5,"PREX2"
"622","ENSG00000047056",524,525,557,434,550,717,476,618,"WDR37"
"623","ENSG00000047188",713,747,713,458,729,1055,662,688,"YTHDC2"
"624","ENSG00000047230",352,249,299,214,353,381,337,356,"CTPS2"
"625","ENSG00000047249",881,737,969,634,950,1012,754,897,"ATP6V1H"
"626","ENSG00000047315",2435,2020,2534,1475,2746,3279,2060,2053,"POLR2B"
"627","ENSG00000047346",673,541,726,460,746,596,612,722,"FAM214A"
"628","ENSG00000047365",48,36,145,55,8,11,59,39,"ARAP2"
"629","ENSG00000047410",4239,3729,5533,3012,5640,6603,4260,4416,"TPR"
"630","ENSG00000047457",7,10,16,16,6,12,13,16,"CP"
"631","ENSG00000047578",853,602,954,560,987,1091,696,750,"KATNIP"
"632","ENSG00000047579",244,235,256,159,276,290,227,242,"DTNBP1"
"633","ENSG00000047597",1,0,1,0,0,2,1,4,"XK"
"634","ENSG00000047617",7,7,15,15,14,20,6,8,"ANO2"
"635","ENSG00000047621",451,353,490,193,564,535,358,261,"C12orf4"
"636","ENSG00000047634",360,444,561,324,428,596,409,483,"SCML1"
"637","ENSG00000047644",1184,1395,1735,979,1711,2939,1277,1665,"WWC3"
"638","ENSG00000047648",613,644,454,198,399,469,441,476,"ARHGAP6"
"639","ENSG00000047662",9,1,7,10,3,11,4,4,"FAM184B"
"640","ENSG00000047849",15532,14351,19186,11680,19374,24938,12804,15744,"MAP4"
"641","ENSG00000047932",1497,1210,1789,893,1830,1764,1362,1286,"GOPC"
"642","ENSG00000047936",0,2,1,1,6,3,0,0,"ROS1"
"643","ENSG00000048028",535,475,528,323,722,932,474,438,"USP28"
"644","ENSG00000048052",344,220,512,205,587,491,426,323,"HDAC9"
"645","ENSG00000048140",809,760,914,657,1064,1491,755,916,"TSPAN17"
"646","ENSG00000048162",93,102,112,107,106,247,106,111,"NOP16"
"647","ENSG00000048342",1050,742,993,442,1198,968,827,635,"CC2D2A"
"648","ENSG00000048392",1583,1223,1624,952,1606,1802,1360,1337,"RRM2B"
"649","ENSG00000048405",317,320,340,295,379,579,314,411,"ZNF800"
"650","ENSG00000048462",0,0,0,0,0,1,1,0,"TNFRSF17"
"651","ENSG00000048471",1646,1554,2513,2140,1820,2481,1719,3112,"SNX29"
"652","ENSG00000048540",22,58,29,48,61,219,30,54,"LMO3"
"653","ENSG00000048544",827,631,962,595,877,1085,685,596,"MRPS10"
"654","ENSG00000048545",2,2,17,4,10,4,4,0,"GUCA1A"
"655","ENSG00000048649",1536,1289,1731,996,2001,2281,1461,1612,"RSF1"
"656","ENSG00000048707",2343,2886,3223,2889,2527,4673,2554,4540,"VPS13D"
"657","ENSG00000048740",4800,6502,4288,4974,3689,7679,3694,8988,"CELF2"
"658","ENSG00000048828",3408,3239,3983,2278,4393,6147,3119,3446,"FAM120A"
"659","ENSG00000048991",566,467,631,307,734,639,451,423,"R3HDM1"
"660","ENSG00000049089",73,37,103,34,112,83,83,47,"COL9A2"
"661","ENSG00000049130",2854,1863,3388,1909,4782,5628,2059,2251,"KITLG"
"662","ENSG00000049167",182,118,183,75,156,190,125,113,"ERCC8"
"663","ENSG00000049192",155,134,223,89,249,235,100,57,"ADAMTS6"
"664","ENSG00000049239",5730,5511,6852,5162,4823,9033,5349,7229,"H6PD"
"665","ENSG00000049245",3167,2808,3839,2689,3846,4867,2826,3343,"VAMP3"
"666","ENSG00000049246",287,49,304,80,387,85,380,51,"PER3"
"667","ENSG00000049247",0,0,2,0,2,1,0,0,"UTS2"
"668","ENSG00000049249",0,0,1,0,1,0,0,0,"TNFRSF9"
"669","ENSG00000049283",20,11,16,3,13,13,16,8,"EPN3"
"670","ENSG00000049319",0,1,2,0,0,3,0,1,NA
"671","ENSG00000049323",14321,21629,19972,17205,18825,32452,13569,25225,"LTBP1"
"672","ENSG00000049449",5167,4012,5163,2857,6323,7971,4493,4038,"RCN1"
"673","ENSG00000049540",4242,8030,7801,6454,2780,6282,5698,13802,"ELN"
"674","ENSG00000049541",162,113,206,66,148,171,134,113,"RFC2"
"675","ENSG00000049618",1978,1556,1760,919,2309,2428,1673,1595,"ARID1B"
"676","ENSG00000049656",1424,1407,1559,1065,1645,2534,1187,1411,"CLPTM1L"
"677","ENSG00000049759",1631,607,2014,368,1927,1476,1526,782,"NEDD4L"
"678","ENSG00000049768",2,2,4,2,2,4,1,3,"FOXP3"
"679","ENSG00000049769",113,80,110,70,126,103,80,77,"PPP1R3F"
"680","ENSG00000049860",3765,2979,5221,3307,5944,6917,4005,4020,"HEXB"
"681","ENSG00000049883",197,112,244,114,185,215,157,148,"PTCD2"
"682","ENSG00000050030",0,0,0,0,0,0,0,0,"NEXMIF"
"683","ENSG00000050130",898,760,1174,734,1252,1459,817,864,"JKAMP"
"684","ENSG00000050165",12772,12887,20913,13000,18869,27144,15966,21281,"DKK3"
"685","ENSG00000050327",302,251,974,540,401,574,447,466,"ARHGEF5"
"686","ENSG00000050344",196,156,235,121,347,408,172,198,"NFE2L3"
"687","ENSG00000050393",474,490,513,408,577,823,496,775,"MCUR1"
"688","ENSG00000050405",6327,5606,13017,5367,12691,15242,8344,5943,"LIMA1"
"689","ENSG00000050426",971,764,1104,656,1012,934,892,929,"LETMD1"
"690","ENSG00000050438",46,29,92,55,115,105,55,38,"SLC4A8"
"691","ENSG00000050555",74,44,44,22,164,248,61,47,"LAMC3"
"692","ENSG00000050628",350,288,515,214,452,363,282,288,"PTGER3"
"693","ENSG00000050730",2,0,1,0,7,4,0,2,"TNIP3"
"694","ENSG00000050748",919,768,1032,608,1023,1164,807,850,"MAPK9"
"695","ENSG00000050767",0,3,0,0,0,1,0,2,"COL23A1"
"696","ENSG00000050820",1118,1141,1190,619,1423,2325,1022,1054,"BCAR1"
"697","ENSG00000051009",436,400,494,272,507,569,405,460,"FAM160A2"
"698","ENSG00000051108",1702,2377,2113,2047,2090,3951,1430,2707,"HERPUD1"
"699","ENSG00000051128",407,326,444,195,520,556,440,407,"HOMER3"
"700","ENSG00000051180",15,37,37,41,26,58,44,66,"RAD51"
"701","ENSG00000051341",23,13,25,14,24,13,33,27,"POLQ"
"702","ENSG00000051382",296,257,366,295,389,580,284,442,"PIK3CB"
"703","ENSG00000051523",756,799,693,428,551,845,621,784,"CYBA"
"704","ENSG00000051596",301,207,458,250,296,322,253,216,"THOC3"
"705","ENSG00000051620",988,1166,1174,910,1250,1800,934,1343,"HEBP2"
"706","ENSG00000051825",272,173,313,148,290,242,240,172,"MPHOSPH9"
"707","ENSG00000052126",1499,1105,1784,926,2218,1721,1275,1178,"PLEKHA5"
"708","ENSG00000052344",0,0,0,0,1,0,0,0,"PRSS8"
"709","ENSG00000052723",767,637,850,485,775,924,665,622,"SIKE1"
"710","ENSG00000052749",270,255,315,188,416,565,287,247,"RRP12"
"711","ENSG00000052795",474,469,501,336,704,871,488,604,"FNIP2"
"712","ENSG00000052802",376,283,433,237,307,364,258,241,"MSMO1"
"713","ENSG00000052841",2150,1825,2627,1423,3038,3090,2171,2147,"TTC17"
"714","ENSG00000052850",9,0,4,0,0,6,64,22,"ALX4"
"715","ENSG00000053108",0,0,0,0,0,0,0,0,"FSTL4"
"716","ENSG00000053254",3595,3488,3253,2995,4266,5333,2870,4724,"FOXN3"
"717","ENSG00000053328",23,8,23,6,2,3,12,10,"METTL24"
"718","ENSG00000053371",986,907,985,603,963,1218,835,912,"AKR7A2"
"719","ENSG00000053372",302,318,375,253,369,616,314,320,"MRTO4"
"720","ENSG00000053438",40,42,32,20,21,24,70,38,"NNAT"
"721","ENSG00000053501",328,276,381,165,331,368,273,246,"USE1"
"722","ENSG00000053524",4,10,1,1,7,7,5,6,"MCF2L2"
